match_id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,match_key
45047,2022-03-27,Honduras,Mexico,0.0,1.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,2022-03-27|Honduras|Mexico|FIFA World Cup qualification|0.0|1.0|San Pedro Sula
45121,2022-03-30,Mexico,El Salvador,2.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,2022-03-30|Mexico|El Salvador|FIFA World Cup qualification|2.0|0.0|Mexico City
45129,2022-04-27,Mexico,Guatemala,0.0,0.0,Friendly,Orlando,United States,True,2022-04-27|Mexico|Guatemala|Friendly|0.0|0.0|Orlando
45147,2022-05-28,Mexico,Nigeria,2.0,1.0,Friendly,Arlington,United States,True,2022-05-28|Mexico|Nigeria|Friendly|2.0|1.0|Arlington
45188,2022-06-02,Mexico,Uruguay,0.0,3.0,Friendly,Glendale,United States,True,2022-06-02|Mexico|Uruguay|Friendly|0.0|3.0|Glendale
45249,2022-06-05,Mexico,Ecuador,0.0,0.0,Friendly,Chicago,United States,True,2022-06-05|Mexico|Ecuador|Friendly|0.0|0.0|Chicago
45361,2022-06-11,Mexico,Suriname,3.0,0.0,CONCACAF Nations League,Torreón,Mexico,False,2022-06-11|Mexico|Suriname|CONCACAF Nations League|3.0|0.0|Torreón
45421,2022-06-14,Jamaica,Mexico,1.0,1.0,CONCACAF Nations League,Kingston,Jamaica,False,2022-06-14|Jamaica|Mexico|CONCACAF Nations League|1.0|1.0|Kingston
45476,2022-08-31,Mexico,Paraguay,0.0,1.0,Friendly,Atlanta,United States,True,2022-08-31|Mexico|Paraguay|Friendly|0.0|1.0|Atlanta
45538,2022-09-24,Mexico,Peru,1.0,0.0,Friendly,Pasadena,United States,True,2022-09-24|Mexico|Peru|Friendly|1.0|0.0|Pasadena
45599,2022-09-27,Mexico,Colombia,2.0,3.0,Friendly,Santa Clara,United States,True,2022-09-27|Mexico|Colombia|Friendly|2.0|3.0|Santa Clara
45631,2022-11-09,Mexico,Iraq,4.0,0.0,Friendly,Girona,Spain,True,2022-11-09|Mexico|Iraq|Friendly|4.0|0.0|Girona
45650,2022-11-16,Mexico,Sweden,1.0,2.0,Friendly,Girona,Spain,True,2022-11-16|Mexico|Sweden|Friendly|1.0|2.0|Girona
45723,2022-11-22,Mexico,Poland,0.0,0.0,FIFA World Cup,Doha,Qatar,True,2022-11-22|Mexico|Poland|FIFA World Cup|0.0|0.0|Doha
45739,2022-11-26,Argentina,Mexico,2.0,0.0,FIFA World Cup,Lusail,Qatar,True,2022-11-26|Argentina|Mexico|FIFA World Cup|2.0|0.0|Lusail
45755,2022-11-30,Saudi Arabia,Mexico,1.0,2.0,FIFA World Cup,Lusail,Qatar,True,2022-11-30|Saudi Arabia|Mexico|FIFA World Cup|1.0|2.0|Lusail
45880,2023-03-23,Suriname,Mexico,0.0,2.0,CONCACAF Nations League,Paramaribo,Suriname,False,2023-03-23|Suriname|Mexico|CONCACAF Nations League|0.0|2.0|Paramaribo
45957,2023-03-26,Mexico,Jamaica,2.0,2.0,CONCACAF Nations League,Mexico City,Mexico,False,2023-03-26|Mexico|Jamaica|CONCACAF Nations League|2.0|2.0|Mexico City
46033,2023-04-19,United States,Mexico,1.0,1.0,Friendly,Glendale,United States,False,2023-04-19|United States|Mexico|Friendly|1.0|1.0|Glendale
46034,2023-06-07,Mexico,Guatemala,2.0,0.0,Friendly,Mazatlán,Mexico,False,2023-06-07|Mexico|Guatemala|Friendly|2.0|0.0|Mazatlán
46036,2023-06-10,Mexico,Cameroon,2.0,2.0,Friendly,San Diego,United States,True,2023-06-10|Mexico|Cameroon|Friendly|2.0|2.0|San Diego
46062,2023-06-15,United States,Mexico,3.0,0.0,CONCACAF Nations League,Las Vegas,United States,False,2023-06-15|United States|Mexico|CONCACAF Nations League|3.0|0.0|Las Vegas
46124,2023-06-18,Panama,Mexico,0.0,1.0,CONCACAF Nations League,Las Vegas,United States,True,2023-06-18|Panama|Mexico|CONCACAF Nations League|0.0|1.0|Las Vegas
46202,2023-06-25,Mexico,Honduras,4.0,0.0,Gold Cup,Houston,United States,True,2023-06-25|Mexico|Honduras|Gold Cup|4.0|0.0|Houston
46214,2023-06-29,Haiti,Mexico,1.0,3.0,Gold Cup,Glendale,United States,True,2023-06-29|Haiti|Mexico|Gold Cup|1.0|3.0|Glendale
46227,2023-07-02,Mexico,Qatar,0.0,1.0,Gold Cup,Santa Clara,United States,True,2023-07-02|Mexico|Qatar|Gold Cup|0.0|1.0|Santa Clara
46240,2023-07-08,Mexico,Costa Rica,2.0,0.0,Gold Cup,Arlington,United States,True,2023-07-08|Mexico|Costa Rica|Gold Cup|2.0|0.0|Arlington
46275,2023-07-12,Jamaica,Mexico,0.0,3.0,Gold Cup,Paradise,United States,True,2023-07-12|Jamaica|Mexico|Gold Cup|0.0|3.0|Paradise
46289,2023-07-16,Mexico,Panama,1.0,0.0,Gold Cup,Inglewood,United States,True,2023-07-16|Mexico|Panama|Gold Cup|1.0|0.0|Inglewood
46382,2023-09-09,Mexico,Australia,2.0,2.0,Friendly,Arlington,United States,True,2023-09-09|Mexico|Australia|Friendly|2.0|2.0|Arlington
46457,2023-09-12,Mexico,Uzbekistan,3.0,3.0,Friendly,Atlanta,United States,True,2023-09-12|Mexico|Uzbekistan|Friendly|3.0|3.0|Atlanta
46551,2023-10-14,Mexico,Ghana,2.0,0.0,Friendly,Charlotte,United States,True,2023-10-14|Mexico|Ghana|Friendly|2.0|0.0|Charlotte
46633,2023-10-17,Mexico,Germany,2.0,2.0,Friendly,Philadelphia,United States,True,2023-10-17|Mexico|Germany|Friendly|2.0|2.0|Philadelphia
46710,2023-11-17,Honduras,Mexico,2.0,0.0,CONCACAF Nations League,Tegucigalpa,Honduras,False,2023-11-17|Honduras|Mexico|CONCACAF Nations League|2.0|0.0|Tegucigalpa
46794,2023-11-21,Mexico,Honduras,2.0,0.0,CONCACAF Nations League,Mexico City,Mexico,False,2023-11-21|Mexico|Honduras|CONCACAF Nations League|2.0|0.0|Mexico City
46861,2023-12-16,Mexico,Colombia,2.0,3.0,Friendly,Los Angeles,United States,True,2023-12-16|Mexico|Colombia|Friendly|2.0|3.0|Los Angeles
47022,2024-03-21,Panama,Mexico,0.0,3.0,CONCACAF Nations League,Arlington,United States,True,2024-03-21|Panama|Mexico|CONCACAF Nations League|0.0|3.0|Arlington
47100,2024-03-24,United States,Mexico,2.0,0.0,CONCACAF Nations League,Arlington,United States,False,2024-03-24|United States|Mexico|CONCACAF Nations League|2.0|0.0|Arlington
47183,2024-05-31,Bolivia,Mexico,0.0,1.0,Friendly,Chicago,United States,True,2024-05-31|Bolivia|Mexico|Friendly|0.0|1.0|Chicago
47202,2024-06-05,Mexico,Uruguay,0.0,4.0,Friendly,Denver,United States,True,2024-06-05|Mexico|Uruguay|Friendly|0.0|4.0|Denver
47278,2024-06-08,Mexico,Brazil,2.0,3.0,Friendly,College Station,United States,True,2024-06-08|Mexico|Brazil|Friendly|2.0|3.0|College Station
47413,2024-06-22,Mexico,Jamaica,1.0,0.0,Copa América,Houston,United States,True,2024-06-22|Mexico|Jamaica|Copa América|1.0|0.0|Houston
47433,2024-06-26,Venezuela,Mexico,1.0,0.0,Copa América,Inglewood,United States,True,2024-06-26|Venezuela|Mexico|Copa América|1.0|0.0|Inglewood
47448,2024-06-30,Mexico,Ecuador,0.0,0.0,Copa América,Glendale,United States,True,2024-06-30|Mexico|Ecuador|Copa América|0.0|0.0|Glendale
47559,2024-09-07,Mexico,New Zealand,3.0,0.0,Friendly,Pasadena,United States,True,2024-09-07|Mexico|New Zealand|Friendly|3.0|0.0|Pasadena
47618,2024-09-10,Mexico,Canada,0.0,0.0,Friendly,Arlington,United States,True,2024-09-10|Mexico|Canada|Friendly|0.0|0.0|Arlington
47808,2024-10-15,Mexico,United States,2.0,0.0,Friendly,Zapopan,Mexico,False,2024-10-15|Mexico|United States|Friendly|2.0|0.0|Zapopan
47917,2024-11-15,Honduras,Mexico,2.0,0.0,CONCACAF Nations League,San Pedro Sula,Honduras,False,2024-11-15|Honduras|Mexico|CONCACAF Nations League|2.0|0.0|San Pedro Sula
48010,2024-11-19,Mexico,Honduras,4.0,0.0,CONCACAF Nations League,Toluca,Mexico,False,2024-11-19|Mexico|Honduras|CONCACAF Nations League|4.0|0.0|Toluca
48122,2025-03-20,Canada,Mexico,0.0,2.0,CONCACAF Nations League,Inglewood,United States,True,2025-03-20|Canada|Mexico|CONCACAF Nations League|0.0|2.0|Inglewood
48203,2025-03-23,Panama,Mexico,1.0,2.0,CONCACAF Nations League,Inglewood,United States,True,2025-03-23|Panama|Mexico|CONCACAF Nations League|1.0|2.0|Inglewood
48375,2025-06-07,Mexico,Switzerland,2.0,4.0,Friendly,Salt Lake City,United States,True,2025-06-07|Mexico|Switzerland|Friendly|2.0|4.0|Salt Lake City
48430,2025-06-10,Mexico,Turkey,1.0,0.0,Friendly,Chapel Hill,United States,True,2025-06-10|Mexico|Turkey|Friendly|1.0|0.0|Chapel Hill
48472,2025-06-14,Mexico,Dominican Republic,3.0,2.0,Gold Cup,Inglewood,United States,True,2025-06-14|Mexico|Dominican Republic|Gold Cup|3.0|2.0|Inglewood
48481,2025-06-18,Suriname,Mexico,0.0,2.0,Gold Cup,Arlington,United States,True,2025-06-18|Suriname|Mexico|Gold Cup|0.0|2.0|Arlington
48488,2025-06-22,Mexico,Costa Rica,0.0,0.0,Gold Cup,Paradise,United States,True,2025-06-22|Mexico|Costa Rica|Gold Cup|0.0|0.0|Paradise
48497,2025-06-28,Mexico,Saudi Arabia,2.0,0.0,Gold Cup,Glendale,United States,True,2025-06-28|Mexico|Saudi Arabia|Gold Cup|2.0|0.0|Glendale
48502,2025-07-02,Mexico,Honduras,1.0,0.0,Gold Cup,Santa Clara,United States,True,2025-07-02|Mexico|Honduras|Gold Cup|1.0|0.0|Santa Clara
48506,2025-07-06,United States,Mexico,1.0,2.0,Gold Cup,Houston,United States,False,2025-07-06|United States|Mexico|Gold Cup|1.0|2.0|Houston
48593,2025-09-06,Mexico,Japan,0.0,0.0,Friendly,Oakland,United States,True,2025-09-06|Mexico|Japan|Friendly|0.0|0.0|Oakland
48642,2025-09-09,Mexico,South Korea,2.0,2.0,Friendly,Nashville,United States,True,2025-09-09|Mexico|South Korea|Friendly|2.0|2.0|Nashville
48764,2025-10-11,Mexico,Colombia,0.0,4.0,Friendly,Arlington,United States,True,2025-10-11|Mexico|Colombia|Friendly|0.0|4.0|Arlington
48816,2025-10-14,Mexico,Ecuador,1.0,1.0,Friendly,Zapopan,Mexico,False,2025-10-14|Mexico|Ecuador|Friendly|1.0|1.0|Zapopan
48920,2025-11-15,Mexico,Uruguay,0.0,0.0,Friendly,Torreón,Mexico,False,2025-11-15|Mexico|Uruguay|Friendly|0.0|0.0|Torreón
48994,2025-11-18,Mexico,Paraguay,1.0,2.0,Friendly,San Antonio,United States,True,2025-11-18|Mexico|Paraguay|Friendly|1.0|2.0|San Antonio
49113,2026-01-22,Panama,Mexico,0.0,1.0,Friendly,Panama City,Panama,False,2026-01-22|Panama|Mexico|Friendly|0.0|1.0|Panama City
49114,2026-01-25,Bolivia,Mexico,0.0,1.0,Friendly,Santa Cruz,Bolivia,False,2026-01-25|Bolivia|Mexico|Friendly|0.0|1.0|Santa Cruz
49116,2026-02-25,Mexico,Iceland,4.0,0.0,Friendly,Querétaro,Mexico,False,2026-02-25|Mexico|Iceland|Friendly|4.0|0.0|Querétaro
49183,2026-03-28,Mexico,Portugal,0.0,0.0,Friendly,Mexico City,Mexico,False,2026-03-28|Mexico|Portugal|Friendly|0.0|0.0|Mexico City
49233,2026-03-31,Mexico,Belgium,1.0,1.0,Friendly,Chicago,United States,True,2026-03-31|Mexico|Belgium|Friendly|1.0|1.0|Chicago
49261,2026-05-22,Mexico,Ghana,2.0,0.0,Friendly,Puebla,Mexico,False,2026-05-22|Mexico|Ghana|Friendly|2.0|0.0|Puebla
49273,2026-05-30,Mexico,Australia,1.0,0.0,Friendly,Pasadena,United States,True,2026-05-30|Mexico|Australia|Friendly|1.0|0.0|Pasadena
49315,2026-06-04,Mexico,Serbia,5.0,1.0,Friendly,Toluca,Mexico,False,2026-06-04|Mexico|Serbia|Friendly|5.0|1.0|Toluca
49406,2026-06-11,Mexico,South Africa,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False,2026-06-11|Mexico|South Africa|FIFA World Cup|2.0|0.0|Mexico City
49431,2026-06-18,Mexico,South Korea,1.0,0.0,FIFA World Cup,Zapopan,Mexico,False,2026-06-18|Mexico|South Korea|FIFA World Cup|1.0|0.0|Zapopan
49454,2026-06-24,Mexico,Czech Republic,3.0,0.0,FIFA World Cup,Mexico City,Mexico,False,2026-06-24|Mexico|Czech Republic|FIFA World Cup|3.0|0.0|Mexico City
49484,2026-06-30,Mexico,Ecuador,2.0,0.0,FIFA World Cup,Mexico City,Mexico,False,2026-06-30|Mexico|Ecuador|FIFA World Cup|2.0|0.0|Mexico City
49497,2026-07-05,Mexico,England,2.0,3.0,FIFA World Cup,Mexico City,Mexico,False,2026-07-05|Mexico|England|FIFA World Cup|2.0|3.0|Mexico City
